random,0,0.9965999999999999,0.0087258237433494
random,1,0.9963999999999998,0.0058172158288996
random,2,0.9977499999999999,0.004048147724577258
random,3,0.99835,0.0030376800358168097
random,4,0.9985000000000002,0.0028548204847240427
random,5,0.9974999999999999,0.005371219600798319
random,6,0.9708500000000001,0.11253100683811552
random,7,0.9583999999999999,0.1742413269003654
random,8,0.9939499999999997,0.012367194508052353
random,9,0.9959,0.0062920584866957546
bad,0,0.9965999999999999,0.0087258237433494
bad,1,0.9970500000000001,0.004532935031522075
bad,2,0.99645,0.005995623403783802
bad,3,0.9896499999999999,0.028798046808768126
bad,4,0.9588499999999998,0.061088685531774205
bad,5,0.7158,0.08844975975094561
bad,6,0.31954999999999995,0.09730748943426709
bad,7,0.24225000000000002,0.05031488348391558
bad,8,0.22374999999999998,0.044062313829393934
bad,9,0.2163,0.03695551379699651
constant,0,0.99655,0.011271534944274459
constant,1,0.9963999999999998,0.0058172158288996
constant,2,0.9979000000000001,0.0037403208418530128
constant,3,0.9988999999999999,0.0020952326839756984
constant,4,0.9615,0.15683861131749413
constant,5,0.9587499999999999,0.1635517884341226
constant,6,0.6462000000000001,0.2086479331313876
constant,7,0.41545000000000004,0.12257017377812597
constant,8,0.37625,0.09775268538510846
constant,9,0.38235,0.06242217154184882
